timestamp_iso,elapsed_s,norm_dist,pixel_dist,pinch
2025-11-04T16:28:11,0.757,0.26640853974790324,153.1012736720371,0
2025-11-04T16:28:11,1.168,0.2652926371255138,151.99013125857877,0
2025-11-04T16:28:11,1.322,0.26422857019570545,151.99013125857877,0
2025-11-04T16:28:11,1.479,0.266762766187182,153.6522046701576,0
2025-11-04T16:28:12,1.636,0.26583454596180517,151.99013125857877,0
2025-11-04T16:28:12,1.784,0.26651989625204553,153.1012736720371,0
2025-11-04T16:28:12,1.951,0.2686418937884738,153.93829932800998,0
2025-11-04T16:28:12,2.109,0.26900185415893824,155.03870484495155,0
2025-11-04T16:28:12,2.243,0.2690434637687053,155.08062419270823,0
2025-11-04T16:28:12,2.362,0.2711957176018459,157.0,0
2025-11-04T16:28:12,2.481,0.2693807686215834,156.46085772486356,0
2025-11-04T16:28:13,2.606,0.2704596997286016,155.92626462530293,0
2025-11-04T16:28:13,2.752,0.27208765125358453,156.77372228788855,0
2025-11-04T16:28:13,2.900,0.2631790100940047,151.71684151734772,0
2025-11-04T16:28:13,3.077,0.10257720104188094,53.81449618829484,0
2025-11-04T16:28:13,3.220,0.026514112183207057,16.278820596099706,1
2025-11-04T16:28:13,3.352,0.027463647386329004,17.26267650163207,1
2025-11-04T16:28:13,3.500,0.034651884945200224,20.09975124224178,1
2025-11-04T16:28:14,3.626,0.03825282748185967,22.090722034374522,1
2025-11-04T16:28:14,3.774,0.042588229981530765,24.020824298928627,1
2025-11-04T16:28:14,3.910,0.048298313380998686,28.0178514522438,1
2025-11-04T16:28:14,4.037,0.03843678915099605,21.840329667841555,1
2025-11-04T16:28:14,4.164,0.03898261156354693,23.021728866442675,1
2025-11-04T16:28:14,4.296,0.038610177504106065,21.095023109728988,1
2025-11-04T16:28:14,4.427,0.04531538789052713,26.1725046566048,1
2025-11-04T16:28:15,4.557,0.05202828310921076,29.154759474226502,1
2025-11-04T16:28:15,4.715,0.04325356077501486,23.769728648009426,1
2025-11-04T16:28:15,4.866,0.0483908274914054,27.073972741361768,1
2025-11-04T16:28:15,4.980,0.0189045392842047,8.94427190999916,1
2025-11-04T16:28:15,5.117,0.31446725637679174,191.48106956041372,0
2025-11-04T16:28:15,5.306,0.12971567485458216,75.8023746329889,0
2025-11-04T16:28:15,5.445,0.2066799528302625,112.53888216967503,0
2025-11-04T16:28:16,5.581,0.2243892873234028,121.6552506059644,0
2025-11-04T16:28:16,5.722,0.300897022954496,169.01183390520322,0
2025-11-04T16:28:16,5.836,0.3100479345767553,176.81911661356077,0
2025-11-04T16:28:16,5.943,0.32957432414548965,188.09572031282372,0
2025-11-04T16:28:16,6.052,0.33132647936639187,189.73665961010275,0
2025-11-04T16:28:16,6.169,0.3359479424724903,193.03885619221847,0
2025-11-04T16:28:16,6.276,0.33107422120632524,191.3765920900464,0
2025-11-04T16:28:16,6.385,0.15678173398990777,89.62700485902673,0
2025-11-04T16:28:16,6.500,0.04855742549064428,27.018512172212592,1
2025-11-04T16:28:17,6.631,0.02032744609903334,9.433981132056603,1
2025-11-04T16:28:17,6.750,0.012592405387315691,3.605551275463989,1
2025-11-04T16:28:17,6.871,0.050818677158362954,23.345235059857504,1
2025-11-04T16:28:17,6.969,0.05387242995365798,25.612496949731394,1
2025-11-04T16:28:17,7.090,0.025453982185722257,11.180339887498949,1
2025-11-04T16:28:17,7.218,0.026138605468248984,14.7648230602334,1
2025-11-04T16:28:17,7.348,0.03737155482726864,22.090722034374522,1
2025-11-04T16:28:17,7.492,0.03952784152754052,23.08679276123039,1
2025-11-04T16:28:18,7.581,0.04003159680127862,23.08679276123039,1
2025-11-04T16:28:18,7.690,0.04549185359770975,27.073972741361768,1
2025-11-04T16:28:18,7.816,0.0464605331309042,27.073972741361768,1
2025-11-04T16:28:18,7.927,0.05237963440377665,31.25699921617557,1
2025-11-04T16:28:18,8.018,0.049468134962699487,28.635642126552707,1
2025-11-04T16:28:18,8.133,0.05269512986673536,29.154759474226502,1
2025-11-04T16:28:18,8.255,0.04084886205081123,23.194827009486403,1
2025-11-04T16:28:18,8.358,0.3204620852472163,198.94974239742055,0
2025-11-04T16:28:18,8.486,0.05104355706235507,8.54400374531753,1
2025-11-04T16:28:19,8.600,0.1781112459064412,96.93812459502195,0
2025-11-04T16:28:19,8.723,0.2669617931489441,142.3411395205195,0
2025-11-04T16:28:19,8.827,0.3039727271616228,167.09278859364338,0
2025-11-04T16:28:19,8.959,0.3166699963851413,178.4040358287895,0
2025-11-04T16:28:19,9.081,0.3206894757799004,180.8009955724802,0
2025-11-04T16:28:19,9.220,0.2633787449640481,147.12239802287073,0
2025-11-04T16:28:19,9.325,0.25157798586270597,139.17614738165446,0
2025-11-04T16:28:19,9.448,0.128932436451228,68.59300255857006,0
2025-11-04T16:28:20,9.565,0.03576270524929899,17.08800749063506,1
2025-11-04T16:28:20,9.694,0.07974016867726838,42.5205832509386,0
2025-11-04T16:28:20,9.816,0.3194458855387419,184.76200908195386,0
2025-11-04T16:28:20,9.929,0.3483247290589321,209.3895890439637,0
2025-11-04T16:28:20,10.037,0.3568170984982646,215.4738963308549,0
2025-11-04T16:28:20,10.153,0.3530611205134601,213.12203077110541,0
2025-11-04T16:28:20,10.263,0.2890151874378761,171.73526137634053,0
2025-11-04T16:28:20,10.353,0.04305004106381926,21.095023109728988,1
2025-11-04T16:28:20,10.461,0.02018966881285862,7.280109889280518,1
2025-11-04T16:28:21,10.617,0.0441578525530144,5.385164807134504,1
2025-11-04T16:28:21,10.734,,,0
2025-11-04T16:28:21,10.826,,,0
2025-11-04T16:28:21,10.931,,,0
